variable,est,lo,hi,method,adj,miss_data,weight,seed,var,size
bmi,0.0562482772906032,-0.18706757487317,0.299564129454377,Imputed,Adjusted,MNAR,Weighted,6,0.0154114899254565,100
bmi,0.0769057874095488,-0.174689884078499,0.328501458897597,Imputed w/ PRS,Adjusted,MNAR,Weighted,6,0.0164782143623458,100
bmi,0.203983951654618,0.197929004604769,0.210038898704468,Full,Unadjusted,,,7,,100
bmi,0.193861613028413,0.188056036224465,0.199667189832361,Full,Adjusted,,,7,,100
bmi,-0.158596185819105,-0.397626545155383,0.0804341735171734,Complete case,Unadjusted,MCAR,Unweighted,7,,100
bmi,-0.0496692637517377,-0.337288398844599,0.237949871341124,Imputed,Unadjusted,MCAR,Unweighted,7,,100
bmi,-0.109842863815186,-0.352647519270091,0.13296179163972,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,7,,100
bmi,-0.0728054295273857,-0.434705616729518,0.289094757674746,Complete case,Unadjusted,MCAR,Weighted,7,0.0330311824331974,100
bmi,0.0200300285547687,-0.311019917425885,0.351079974535423,Imputed,Unadjusted,MCAR,Weighted,7,0.0285292832356826,100
bmi,-0.0294867986785865,-0.358139695441307,0.299166098084134,Imputed w/ PRS,Unadjusted,MCAR,Weighted,7,0.0281176322829905,100
bmi,-0.13815370385414,-0.382969596021509,0.10666218831323,Complete case,Adjusted,MCAR,Unweighted,7,,100
bmi,-0.0258548116594341,-0.318642180248261,0.266932556929393,Imputed,Adjusted,MCAR,Unweighted,7,,100
bmi,-0.0908852665986583,-0.33087099629466,0.149100463097343,Imputed w/ PRS,Adjusted,MCAR,Unweighted,7,,100
bmi,-0.0466166926213111,-0.37146085175055,0.278227466507927,Complete case,Adjusted,MCAR,Weighted,7,0.0265666491206652,100
bmi,0.0478355126441485,-0.272775892193188,0.368446917481485,Imputed,Adjusted,MCAR,Weighted,7,0.0267584992342041,100
bmi,-0.00650259367875812,-0.320236527609407,0.307231340251891,Imputed w/ PRS,Adjusted,MCAR,Weighted,7,0.0256228130754283,100
bmi,0.0014952244141362,-0.2260645744205,0.229055023248773,Complete case,Unadjusted,MAR,Unweighted,7,,100
bmi,-0.0391568856822173,-0.408220530233354,0.32990675886892,Imputed,Unadjusted,MAR,Unweighted,7,,100
bmi,0.0804269651751405,-0.381968219359185,0.542822149709466,Imputed w/ PRS,Unadjusted,MAR,Unweighted,7,,100
bmi,0.0609921808348069,-0.249968049149295,0.371952410818909,Complete case,Unadjusted,MAR,Weighted,7,0.0242434033513485,100
bmi,0.107101087344099,-0.244712047519328,0.458914222207526,Imputed,Unadjusted,MAR,Weighted,7,0.0322201766671723,100
bmi,0.19812922318758,-0.171777634836131,0.568036081211291,Imputed w/ PRS,Unadjusted,MAR,Weighted,7,0.0356195627754378,100
bmi,0.013003679136433,-0.220079058745867,0.246086417018733,Complete case,Adjusted,MAR,Unweighted,7,,100
bmi,-0.00892804816022793,-0.366878121211628,0.349022024891172,Imputed,Adjusted,MAR,Unweighted,7,,100
bmi,0.110540756326408,-0.323086238789742,0.544167751442558,Imputed w/ PRS,Adjusted,MAR,Unweighted,7,,100
bmi,0.0890419619561703,-0.206363810473105,0.384447734385445,Complete case,Adjusted,MAR,Weighted,7,0.0218243568384602,100
bmi,0.149554538841824,-0.190115026086049,0.489224103769697,Imputed,Adjusted,MAR,Weighted,7,0.0300342705007685,100
bmi,0.234906704355351,-0.117771877700727,0.587585286411429,Imputed w/ PRS,Adjusted,MAR,Weighted,7,0.0323788925111036,100
bmi,-0.128307177501072,-0.418955646837687,0.162341291835543,Complete case,Unadjusted,MNAR,Unweighted,7,,100
bmi,-0.101180961517562,-0.368238383000843,0.165876459965718,Imputed,Unadjusted,MNAR,Unweighted,7,,100
bmi,-0.237149216602475,-0.577062282978748,0.102763849773798,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,7,,100
bmi,-0.100287370716986,-0.535445748472142,0.334871007038169,Complete case,Unadjusted,MNAR,Weighted,7,0.0470698517647762,100
bmi,-0.0733618834412967,-0.412271940756313,0.265548173873719,Imputed,Unadjusted,MNAR,Weighted,7,0.0299001062644512,100
bmi,-0.134201438883643,-0.511897538783136,0.24349466101585,Imputed w/ PRS,Unadjusted,MNAR,Weighted,7,0.0371354609115687,100
bmi,-0.124233947482344,-0.431939956977887,0.183472062013199,Complete case,Adjusted,MNAR,Unweighted,7,,100
bmi,-0.0749008430408757,-0.37009839224658,0.220296706164828,Imputed,Adjusted,MNAR,Unweighted,7,,100
bmi,-0.214549717412983,-0.562888715289554,0.133789280463589,Imputed w/ PRS,Adjusted,MNAR,Unweighted,7,,100
bmi,-0.0841611490459434,-0.472902730298747,0.30458043220686,Complete case,Adjusted,MNAR,Weighted,7,0.0374208331637897,100
bmi,-0.00856462570761456,-0.326896469342089,0.30976721792686,Imputed,Adjusted,MNAR,Weighted,7,0.0263793437341633,100
bmi,-0.0686799740504413,-0.430507497819279,0.293147549718397,Imputed w/ PRS,Adjusted,MNAR,Weighted,7,0.0340805832022515,100
bmi,0.208631867412147,0.202535423022278,0.214728311802015,Full,Unadjusted,,,8,,100
bmi,0.198518818705626,0.192665282356981,0.204372355054271,Full,Adjusted,,,8,,100
bmi,0.0177454261120278,-0.215856039529553,0.251346891753609,Complete case,Unadjusted,MCAR,Unweighted,8,,100
bmi,0.00287362494133966,-0.264850227739295,0.270597477621975,Imputed,Unadjusted,MCAR,Unweighted,8,,100
bmi,-0.0117731559898242,-0.266376023790013,0.242829711810364,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,8,,100
bmi,0.138788970077655,-0.137914419021284,0.415492359176594,Complete case,Unadjusted,MCAR,Weighted,8,0.0192576512886128,100
bmi,0.0511961327890548,-0.234393652886564,0.336785918464674,Imputed,Unadjusted,MCAR,Weighted,8,0.0212319146161011,100
bmi,0.0167572938805706,-0.250080198590289,0.283594786351431,Imputed w/ PRS,Unadjusted,MCAR,Weighted,8,0.0185352103749144,100
bmi,0.00792816240873978,-0.228461320930389,0.244317645747869,Complete case,Adjusted,MCAR,Unweighted,8,,100
bmi,0.0163150619143809,-0.252529903227598,0.28516002705636,Imputed,Adjusted,MCAR,Unweighted,8,,100
bmi,-0.000887118015731699,-0.246313942085297,0.244539706053834,Imputed w/ PRS,Adjusted,MCAR,Unweighted,8,,100
bmi,0.113714352026742,-0.149427450475173,0.376856154528656,Complete case,Adjusted,MCAR,Weighted,8,0.0173802084643979,100
bmi,0.058255836042197,-0.213621105785839,0.330132777870233,Imputed,Adjusted,MCAR,Weighted,8,0.0192419273374923,100
bmi,0.0313864782712732,-0.205214292634937,0.267987249177484,Imputed w/ PRS,Adjusted,MCAR,Weighted,8,0.0145725692780687,100
bmi,-0.0112691476568287,-0.24547564655999,0.222937351246332,Complete case,Unadjusted,MAR,Unweighted,8,,100
bmi,-0.104489739899763,-0.506565771948462,0.297586292148936,Imputed,Unadjusted,MAR,Unweighted,8,,100
bmi,0.0611671754672939,-0.400155012192054,0.522489363126642,Imputed w/ PRS,Unadjusted,MAR,Unweighted,8,,100
bmi,-0.0257091488379202,-0.296062871787638,0.244644574111798,Complete case,Unadjusted,MAR,Weighted,8,0.0181349915158216,100
bmi,-0.0232651581243685,-0.351320586518748,0.304790270270011,Imputed,Unadjusted,MAR,Weighted,8,0.0280154933639439,100
bmi,0.109390878397672,-0.274824556960861,0.493606313756205,Imputed w/ PRS,Unadjusted,MAR,Weighted,8,0.0384285001240943,100
bmi,0.0171137754675602,-0.205632583780357,0.239860134715477,Complete case,Adjusted,MAR,Unweighted,8,,100
bmi,-0.0975598286339532,-0.492120686700772,0.297001029432866,Imputed,Adjusted,MAR,Unweighted,8,,100
bmi,0.102722158785802,-0.347217451129308,0.552661768700911,Imputed w/ PRS,Adjusted,MAR,Unweighted,8,,100
bmi,-0.0048716148911751,-0.251661282784592,0.241918053002242,Complete case,Adjusted,MAR,Weighted,8,0.0150490824949696,100
bmi,-0.0213802782688406,-0.330309658988614,0.287549102450933,Imputed,Adjusted,MAR,Weighted,8,0.024844041476581,100
bmi,0.139650066423862,-0.213029449164861,0.492329582012585,Imputed w/ PRS,Adjusted,MAR,Weighted,8,0.0323790639237989,100
bmi,0.0271747077892335,-0.27278507238258,0.327134487961047,Complete case,Unadjusted,MNAR,Unweighted,8,,100
bmi,-0.128981883918817,-0.466481286449398,0.208517518611764,Imputed,Unadjusted,MNAR,Unweighted,8,,100
bmi,0.0540458050940214,-0.739562165011604,0.847653775199647,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,8,,100
bmi,-0.0290447453286364,-0.400168335638877,0.342078844981604,Complete case,Unadjusted,MNAR,Weighted,8,0.0340324486354194,100
bmi,-0.11945917036439,-0.47188721200202,0.232968871273241,Imputed,Unadjusted,MNAR,Weighted,8,0.032332905370073,100
bmi,0.0353298867347831,-0.534489157103312,0.605148930572878,Imputed w/ PRS,Unadjusted,MNAR,Weighted,8,0.0845235515662487,100
bmi,-0.0614532306112033,-0.376672037699943,0.253765576477536,Complete case,Adjusted,MNAR,Unweighted,8,,100
bmi,-0.0843586970910473,-0.469858275377596,0.301140881195501,Imputed,Adjusted,MNAR,Unweighted,8,,100
bmi,0.115197921055733,-0.753519325900695,0.983915168012161,Imputed w/ PRS,Adjusted,MNAR,Unweighted,8,,100
bmi,-0.094755855631959,-0.457856499381689,0.268344788117771,Complete case,Adjusted,MNAR,Weighted,8,0.0324171477900161,100
bmi,-0.0453501668680833,-0.401975672393456,0.311275338657289,Imputed,Adjusted,MNAR,Weighted,8,0.0331076700617206,100
bmi,0.106288002358497,-0.453914917134755,0.666490921851749,Imputed w/ PRS,Adjusted,MNAR,Weighted,8,0.0816948262774965,100
bmi,0.199976211043057,0.193892934006382,0.206059488079732,Full,Unadjusted,,,9,,100
bmi,0.192196995308793,0.18635749074878,0.198036499868805,Full,Adjusted,,,9,,100
bmi,0.275888560967403,0.0482026476981481,0.503574474236657,Complete case,Unadjusted,MCAR,Unweighted,9,,100
bmi,0.251436165879938,0.0618456273297199,0.441026704430157,Imputed,Unadjusted,MCAR,Unweighted,9,,100
bmi,0.247330081779138,0.0425272743219445,0.452132889236332,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,9,,100
bmi,0.306421475869513,0.00826088168029199,0.604582070058735,Complete case,Unadjusted,MCAR,Weighted,9,0.0223601571704583,100
bmi,0.278053171219967,0.0202722392860127,0.535834103153921,Imputed,Unadjusted,MCAR,Weighted,9,0.0172983785510763,100
bmi,0.282992891789128,0.0346913693495746,0.531294414228681,Imputed w/ PRS,Unadjusted,MCAR,Weighted,9,0.0160495397513228,100
bmi,0.22443631777317,-0.00744859094661425,0.456321226492954,Complete case,Adjusted,MCAR,Unweighted,9,,100
bmi,0.216251463357439,0.0170738058707112,0.415429120844166,Imputed,Adjusted,MCAR,Unweighted,9,,100
bmi,0.218855305929396,-0.00471814038818255,0.442428752246975,Imputed w/ PRS,Adjusted,MCAR,Unweighted,9,,100
bmi,0.224087023085383,-0.0370791294535932,0.485253175624359,Complete case,Adjusted,MCAR,Weighted,9,0.0171202094279611,100
bmi,0.233273067283695,-0.00137412199153658,0.467920256558927,Imputed,Adjusted,MCAR,Weighted,9,0.0143329151774736,100
bmi,0.238445684117762,0.00207047849085987,0.474820889744665,Imputed w/ PRS,Adjusted,MCAR,Weighted,9,0.0145447967668347,100
bmi,0.177420462723188,-0.0562326904625252,0.411073615908901,Complete case,Unadjusted,MAR,Unweighted,9,,100
bmi,0.195831173939316,-0.131524865289111,0.523187213167742,Imputed,Unadjusted,MAR,Unweighted,9,,100
bmi,0.171270147646904,-0.233304651718123,0.57584494701193,Imputed w/ PRS,Unadjusted,MAR,Unweighted,9,,100
bmi,0.385400863910709,0.0362033190700746,0.734598408751343,Complete case,Unadjusted,MAR,Weighted,9,0.0303618002465894,100
bmi,0.405216730427152,0.0796356621108518,0.730797798743452,Imputed,Unadjusted,MAR,Weighted,9,0.0275944730879164,100
bmi,0.384963216735236,0.0531129213145599,0.716813512155912,Imputed w/ PRS,Unadjusted,MAR,Weighted,9,0.028667395307622,100
bmi,0.128937757271664,-0.111355425758286,0.369230940301614,Complete case,Adjusted,MAR,Unweighted,9,,100
bmi,0.202975933060085,-0.154592288330194,0.560544154450365,Imputed,Adjusted,MAR,Unweighted,9,,100
bmi,0.199872425871495,-0.206389631703787,0.606134483446778,Imputed w/ PRS,Adjusted,MAR,Unweighted,9,,100
bmi,0.306202977667504,0.0925539026507078,0.5198520526843,Complete case,Adjusted,MAR,Weighted,9,0.0113254295162269,100
bmi,0.415002702787331,0.143418220974443,0.68658718460022,Imputed,Adjusted,MAR,Weighted,9,0.0192005522392266,100
bmi,0.412669138191459,0.135121309985917,0.690216966397001,Imputed w/ PRS,Adjusted,MAR,Weighted,9,0.0200530060420363,100
bmi,0.134738295909286,-0.0669423631665112,0.336418954985083,Complete case,Unadjusted,MNAR,Unweighted,9,,100
bmi,0.188542823530664,-0.0743606142161856,0.451446261277513,Imputed,Unadjusted,MNAR,Unweighted,9,,100
bmi,0.0615158299066458,-0.301390752936731,0.424422412750023,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,9,,100
bmi,0.195300069687045,-0.0975162018161174,0.488116341190207,Complete case,Unadjusted,MNAR,Weighted,9,0.0213660447723231,100
bmi,0.275483392330215,0.00451015682796641,0.546456627832463,Imputed,Unadjusted,MNAR,Weighted,9,0.0191142213898024,100
bmi,0.202594018927803,-0.0885600044172633,0.49374804227287,Imputed w/ PRS,Unadjusted,MNAR,Weighted,9,0.022067310692843,100
bmi,-0.0248062020776168,-0.235670528118398,0.186058123963164,Complete case,Adjusted,MNAR,Unweighted,9,,100
bmi,0.120099737159337,-0.190220536295347,0.430420010614022,Imputed,Adjusted,MNAR,Unweighted,9,,100
bmi,-0.0330766628223966,-0.460334177321462,0.394180851676669,Imputed w/ PRS,Adjusted,MNAR,Unweighted,9,,100
bmi,0.0555647521640446,-0.19246052051349,0.303590024841579,Complete case,Adjusted,MNAR,Weighted,9,0.0152774192052265,100
bmi,0.219539756901427,-0.0447738646828327,0.483853378485686,Imputed,Adjusted,MNAR,Weighted,9,0.0181862396073697,100
bmi,0.133337839592361,-0.166839529531579,0.4335152087163,Imputed w/ PRS,Adjusted,MNAR,Weighted,9,0.0234563110370368,100
bmi,0.202318186538127,0.196247727380909,0.208388645695345,Full,Unadjusted,,,10,,100
bmi,0.192756830097531,0.186931487103956,0.198582173091105,Full,Adjusted,,,10,,100
bmi,0.0256682074295769,-0.250958649932039,0.302295064791193,Complete case,Unadjusted,MCAR,Unweighted,10,,100
bmi,-0.0328365383216442,-0.290242038498448,0.22456896185516,Imputed,Unadjusted,MCAR,Unweighted,10,,100
bmi,0.114312843518631,-0.174030907971712,0.402656595008974,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,10,,100
bmi,0.0163075400474326,-0.338024285371945,0.37063936546681,Complete case,Unadjusted,MCAR,Weighted,10,0.0315470162004293,100
bmi,-0.0176509288832844,-0.382603368142276,0.347301510375707,Imputed,Unadjusted,MCAR,Weighted,10,0.0346717976523881,100
bmi,0.134541281231713,-0.245764447498956,0.514847009962383,Imputed w/ PRS,Unadjusted,MCAR,Weighted,10,0.0376503963874932,100
bmi,0.0887306318687903,-0.174926233012713,0.352387496750294,Complete case,Adjusted,MCAR,Unweighted,10,,100
bmi,-0.00596384549455103,-0.254928557486317,0.243000866497215,Imputed,Adjusted,MCAR,Unweighted,10,,100
bmi,0.163391535758254,-0.109120467944327,0.435903539460835,Imputed w/ PRS,Adjusted,MCAR,Unweighted,10,,100
bmi,0.0665093514607015,-0.221788161175266,0.354806864096669,Complete case,Adjusted,MCAR,Weighted,10,0.0208384628627812,100
bmi,0.00996581969197026,-0.255904530086057,0.275836169469998,Imputed,Adjusted,MCAR,Weighted,10,0.0184010934883113,100
bmi,0.153971063999348,-0.139258530411337,0.447200658410034,Imputed w/ PRS,Adjusted,MCAR,Weighted,10,0.0223830578568374,100
bmi,0.229531968786769,-0.0321635095129701,0.491227447086509,Complete case,Unadjusted,MAR,Unweighted,10,,100
bmi,0.131379971403043,-0.137277664560517,0.400037607366603,Imputed,Unadjusted,MAR,Unweighted,10,,100
bmi,0.28110633845069,-0.0400417375551667,0.602254414456547,Imputed w/ PRS,Unadjusted,MAR,Unweighted,10,,100
bmi,0.167151351050667,-0.168182961937614,0.502485664038948,Complete case,Unadjusted,MAR,Weighted,10,0.0280213923405515,100
bmi,0.179870915593262,-0.151974188005681,0.511716019192206,Imputed,Unadjusted,MAR,Weighted,10,0.0286664983077172,100
bmi,0.325460325856529,-0.00403425810979019,0.654954909822849,Imputed w/ PRS,Unadjusted,MAR,Weighted,10,0.0282618364352324,100
bmi,0.241751033839137,-0.0231485878331737,0.506650655511448,Complete case,Adjusted,MAR,Unweighted,10,,100
bmi,0.245659795857719,-0.0237672553174843,0.515086847032922,Imputed,Adjusted,MAR,Unweighted,10,,100
bmi,0.375882411624358,0.135422581988078,0.616342241260639,Imputed w/ PRS,Adjusted,MAR,Unweighted,10,,100
bmi,0.141833246423958,-0.162333076632877,0.445999569480792,Complete case,Adjusted,MAR,Weighted,10,0.0229763151590788,100
bmi,0.229767661670505,-0.0400632961856576,0.499598619526668,Imputed,Adjusted,MAR,Weighted,10,0.0189534104661881,100
bmi,0.327484393327436,0.0880948087818728,0.566873977872998,Imputed w/ PRS,Adjusted,MAR,Weighted,10,0.0149181276863309,100
bmi,-0.102338458880696,-0.440239114090308,0.235562196328916,Complete case,Unadjusted,MNAR,Unweighted,10,,100
bmi,-0.147336171115233,-0.478054879307131,0.183382537076664,Imputed,Unadjusted,MNAR,Unweighted,10,,100
bmi,-0.228295537540547,-0.540656048677906,0.0840649735968125,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,10,,100
bmi,-0.142306968553557,-0.515096528645889,0.230482591538775,Complete case,Unadjusted,MNAR,Weighted,10,0.0344810220949467,100
bmi,-0.124264207749666,-0.507747206253617,0.259218790754285,Imputed,Unadjusted,MNAR,Weighted,10,0.038282125881284,100
bmi,-0.181198116679845,-0.542137531737655,0.179741298377966,Imputed w/ PRS,Unadjusted,MNAR,Weighted,10,0.0339134863662899,100
bmi,-0.294325836288459,-0.617055862884685,0.0284041903077667,Complete case,Adjusted,MNAR,Unweighted,10,,100
bmi,-0.16621636341141,-0.500046242150251,0.167613515327431,Imputed,Adjusted,MNAR,Unweighted,10,,100
bmi,-0.232455637466368,-0.582166507401666,0.117255232468931,Imputed w/ PRS,Adjusted,MNAR,Unweighted,10,,100
bmi,-0.337950346581884,-0.643483445831301,-0.0324172473324667,Complete case,Adjusted,MNAR,Weighted,10,0.0230660169426341,100
bmi,-0.178696310123663,-0.478268662245928,0.120876041998602,Imputed,Adjusted,MNAR,Weighted,10,0.0233618524485055,100
bmi,-0.199755557294518,-0.505986417663111,0.106475303074075,Imputed w/ PRS,Adjusted,MNAR,Weighted,10,0.0244119081368009,100
bmi,0.206781938239713,0.200700770381517,0.212863106097909,Full,Unadjusted,,,11,,100
bmi,0.199312963589394,0.193473386848926,0.205152540329862,Full,Adjusted,,,11,,100
bmi,-0.0152773154440644,-0.272426415902838,0.241871785014709,Complete case,Unadjusted,MCAR,Unweighted,11,,100
bmi,-0.0435158651918114,-0.283616961411823,0.1965852310282,Imputed,Unadjusted,MCAR,Unweighted,11,,100
bmi,0.00769202431672666,-0.267274603075233,0.282658651708686,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,11,,100
bmi,-0.0729653777119491,-0.317075434157457,0.171144678733558,Complete case,Unadjusted,MCAR,Weighted,11,0.0149570736787482,100
bmi,-0.370753845951918,-1.34533028761041,0.603822595706569,Imputed,Unadjusted,MCAR,Weighted,11,0.247249621815313,100
bmi,0.172616891768933,-0.809257017220224,1.15449080075809,Imputed w/ PRS,Unadjusted,MCAR,Weighted,11,0.250966213137604,100
bmi,-0.0641539411401043,-0.32349341067479,0.195185528394581,Complete case,Adjusted,MCAR,Unweighted,11,,100
bmi,-0.0657015768313142,-0.296587697815183,0.165184544152555,Imputed,Adjusted,MCAR,Unweighted,11,,100
bmi,-0.0284525703455224,-0.310548917365561,0.253643776674516,Imputed w/ PRS,Adjusted,MCAR,Unweighted,11,,100
bmi,-0.101196082322377,-0.337191528425627,0.134799363780874,Complete case,Adjusted,MCAR,Weighted,11,0.0139465968282534,100
bmi,-0.280896800319718,-0.818109467954639,0.256315867315204,Imputed,Adjusted,MCAR,Weighted,11,0.0751270451508527,100
bmi,0.0882536373953507,-0.501468071606429,0.67797534639713,Imputed w/ PRS,Adjusted,MCAR,Weighted,11,0.0905311524347251,100
bmi,0.0437872709703167,-0.22998709093276,0.317561632873394,Complete case,Unadjusted,MAR,Unweighted,11,,100
bmi,-0.0157078090859481,-0.329886598088197,0.2984709799163,Imputed,Unadjusted,MAR,Unweighted,11,,100
bmi,0.00624840079643359,-0.394842756550047,0.407339558142914,Imputed w/ PRS,Unadjusted,MAR,Unweighted,11,,100
bmi,0.583978951587941,-0.0152425001232378,1.18320040329912,Complete case,Unadjusted,MAR,Weighted,11,0.0892530030057366,100
bmi,0.587407544660629,-0.0773852543974917,1.25220034371875,Imputed,Unadjusted,MAR,Weighted,11,0.115047300077441,100
bmi,0.587906290469077,-0.0646013161167326,1.24041389705489,Imputed w/ PRS,Unadjusted,MAR,Weighted,11,0.110834502340288,100
bmi,-0.00936420054424265,-0.272307005233602,0.253578604145117,Complete case,Adjusted,MAR,Unweighted,11,,100
bmi,0.00863366781318236,-0.321513238173112,0.338780573799477,Imputed,Adjusted,MAR,Unweighted,11,,100
bmi,0.000689905836186906,-0.376969043831693,0.378348855504067,Imputed w/ PRS,Adjusted,MAR,Unweighted,11,,100
bmi,0.222345028206171,-0.0856922294559962,0.530382285868338,Complete case,Adjusted,MAR,Weighted,11,0.0234962176081157,100
bmi,0.39785444044681,-0.0154962072981154,0.811205088191736,Imputed,Adjusted,MAR,Weighted,11,0.0444775711432139,100
bmi,0.376189542591668,-0.0445559852021649,0.796935070385501,Imputed w/ PRS,Adjusted,MAR,Weighted,11,0.0460832218752051,100
bmi,-0.0363315443995391,-0.356109316471756,0.283446227672678,Complete case,Unadjusted,MNAR,Unweighted,11,,100
bmi,-0.111865519219145,-0.384531077027825,0.160800038589535,Imputed,Unadjusted,MNAR,Unweighted,11,,100
bmi,-0.0694316120457457,-0.630497662635246,0.491634438543755,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,11,,100
bmi,0.562367692021067,-0.088455320058504,1.21319070410064,Complete case,Unadjusted,MNAR,Weighted,11,0.104885936429125,100
bmi,0.466528018720582,-0.284935028804765,1.21799106624593,Imputed,Unadjusted,MNAR,Weighted,11,0.147000589659853,100
bmi,0.521544208873552,-0.193529997495641,1.23661841524274,Imputed w/ PRS,Unadjusted,MNAR,Weighted,11,0.133108577881914,100
bmi,-0.130264656446439,-0.453171367448857,0.192642054555979,Complete case,Adjusted,MNAR,Unweighted,11,,100
bmi,-0.149684570031422,-0.461336027873304,0.161966887810461,Imputed,Adjusted,MNAR,Unweighted,11,,100
bmi,-0.0856852977829403,-0.728328686703271,0.55695809113739,Imputed w/ PRS,Adjusted,MNAR,Unweighted,11,,100
bmi,0.203500540399797,-0.175030355596688,0.582031436396283,Complete case,Adjusted,MNAR,Weighted,11,0.0353215005371753,100
bmi,0.262536522245947,-0.187211755344524,0.712284799836418,Imputed,Adjusted,MNAR,Weighted,11,0.0526553902142432,100
bmi,0.301033658216136,-0.182278070356308,0.784345386788579,Imputed w/ PRS,Adjusted,MNAR,Weighted,11,0.0608076873601564,100
bmi,0.201234362207816,0.195187836797938,0.207280887617694,Full,Unadjusted,,,12,,100
bmi,0.192058988109426,0.186259498968142,0.19785847725071,Full,Adjusted,,,12,,100
bmi,0.0684624745548561,-0.124744314661312,0.261669263771024,Complete case,Unadjusted,MCAR,Unweighted,12,,100
bmi,0.0548762502915924,-0.144069734816589,0.253822235399774,Imputed,Unadjusted,MCAR,Unweighted,12,,100
bmi,0.0600547485370098,-0.134960647124393,0.255070144198413,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,12,,100
bmi,0.12727754388952,-0.0439522883441705,0.29850737612321,Complete case,Unadjusted,MCAR,Weighted,12,0.00740610104198293,100
bmi,0.0966621628929767,-0.0993786247727832,0.292702950558737,Imputed,Unadjusted,MCAR,Weighted,12,0.0100045301075666,100
bmi,0.0976631776128018,-0.0878719405385125,0.283198295764116,Imputed w/ PRS,Unadjusted,MCAR,Weighted,12,0.00896099155924365,100
bmi,0.100633871067778,-0.0977916337351111,0.299059375870668,Complete case,Adjusted,MCAR,Unweighted,12,,100
bmi,0.0948842601586148,-0.104149959541282,0.293918479858512,Imputed,Adjusted,MCAR,Unweighted,12,,100
bmi,0.0957883739191004,-0.104681028579639,0.29625777641784,Imputed w/ PRS,Adjusted,MCAR,Unweighted,12,,100
bmi,0.136204918214963,-0.0372916366468128,0.309701473076739,Complete case,Adjusted,MCAR,Weighted,12,0.00759151082902656,100
bmi,0.115969773282022,-0.0733858437757704,0.305325390339813,Imputed,Adjusted,MCAR,Weighted,12,0.00933383680131661,100
bmi,0.111781502571062,-0.0741549099166068,0.297717915058732,Imputed w/ PRS,Adjusted,MCAR,Weighted,12,0.00899979697883049,100
bmi,0.14538874565011,-0.0550571681033019,0.345834659403521,Complete case,Unadjusted,MAR,Unweighted,12,,100
bmi,0.0981212943377526,-0.0972815746373808,0.293524163312886,Imputed,Unadjusted,MAR,Unweighted,12,,100
bmi,0.106704964906265,-0.127500089723488,0.340910019536018,Imputed w/ PRS,Unadjusted,MAR,Unweighted,12,,100
bmi,0.177749583987664,0.0147239574756848,0.340775210499642,Complete case,Unadjusted,MAR,Weighted,12,0.00662798761921102,100
bmi,0.197670286487505,0.00738490436839792,0.387955668606611,Imputed,Unadjusted,MAR,Weighted,12,0.00942572297096025,100
bmi,0.215544816587736,0.0401520469106231,0.39093758626485,Imputed w/ PRS,Unadjusted,MAR,Weighted,12,0.00800805763927214,100
bmi,0.169156439283769,-0.0486233099951738,0.386936188562713,Complete case,Adjusted,MAR,Unweighted,12,,100
bmi,0.134418637832386,-0.0644428180104134,0.333280093675185,Imputed,Adjusted,MAR,Unweighted,12,,100
bmi,0.140194136688623,-0.102065870982837,0.382454144360082,Imputed w/ PRS,Adjusted,MAR,Unweighted,12,,100
bmi,0.187929632014137,0.0154811854502659,0.360378078578008,Complete case,Adjusted,MAR,Weighted,12,0.00739208080379607,100
bmi,0.205225983220966,0.0100584186443491,0.400393547797584,Imputed,Adjusted,MAR,Weighted,12,0.00991560238979353,100
bmi,0.22061232473512,0.0252859223485236,0.415938727121717,Imputed w/ PRS,Adjusted,MAR,Weighted,12,0.0099317486533402,100
bmi,0.000901386889775598,-0.212465291400204,0.214268065179755,Complete case,Unadjusted,MNAR,Unweighted,12,,100
bmi,-0.0341163389802423,-0.306881153102944,0.23864847514246,Imputed,Unadjusted,MNAR,Unweighted,12,,100
bmi,0.0111220808353696,-0.243497791713103,0.265741953383842,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,12,,100
bmi,0.0453051280427406,-0.14957731174188,0.240187567827362,Complete case,Unadjusted,MNAR,Weighted,12,0.00938429154843777,100
bmi,0.0271185960427621,-0.214178459150973,0.268415651236497,Imputed,Unadjusted,MNAR,Weighted,12,0.0151568119203859,100
bmi,0.0845205536475492,-0.141702008450745,0.310743115745844,Imputed w/ PRS,Unadjusted,MNAR,Weighted,12,0.0133221908631756,100
bmi,0.0645316175583429,-0.177951151186379,0.307014386303065,Complete case,Adjusted,MNAR,Unweighted,12,,100
bmi,0.0474693294674551,-0.290300567559733,0.385239226494643,Imputed,Adjusted,MNAR,Unweighted,12,,100
